call_id,Customer  Id,Call Type,Date Created Local,Created At Local,Call Started Local,Scheduled Start Date Local,Scheduled Start Time Local,Scheduled End Time Local,Status,Booking Title,Booked By Staff Id,Staff First Joined Activity Timestamps Local,Staff Joined Activities Timestamps Local,Staff Joined Count,Staff Left Activities Timestamps UTC,Customer Joined Count,Customer Joined Activities Timestamps UTC,Customer Left Activities Timestamps UTC,Customer Enabled Video,Call Result,Call Duration (Sec),Staff Score,Avg Customer Rating (Overall),"Rating Question ""How Was The Stream Quality""","Rating Question ""Did you find your rep helpful?""","Rating Question ""How likely are you to use this service again""?",purchase_made_after_call,purchase_value_usd,timestamp of checkout,days_between_call_and_purchase
9542463,x3o6mlas-52lo-7zi4-1zcv-xr29ilpaq2h1,BOOKING,01/04/2021,01/04/2021 20:03,,03/04/2021,03/04/2021 13:00,03/04/2021 13:20,CREATED,Live expert booking - All Goods,22613,,,0,,1,03/04/2021 13:00,03/04/2021 13:29,1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
9545920,gfixz7sx-fslx-flft-l792-1o931lp3t8at,BOOKING,02/04/2021,02/04/2021 07:22,,03/04/2021,03/04/2021 10:15,03/04/2021 10:25,CREATED,Live expert booking - All Goods,22853,,,0,,3,"2021-04-03 10:21:40, 2021-04-03 10:25:06, 2021-04-03 10:26:12",,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
9548496,xwuoasm8-ij9i-biyj-nxqh-bpnalvsscnbt,BOOKING,02/04/2021,02/04/2021 10:20,,03/04/2021,03/04/2021 11:15,03/04/2021 11:25,CREATED,Live expert booking - All Goods,22854,,,0,,4,"2021-04-03 11:13:14, 2021-04-03 11:18:26, 2021-04-03 11:21:26, 2021-04-03 11:43:02",,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
9568662,ztfj19p2-da9y-xkqn-psxj-zdw1piyeciky,BOOKING,02/04/2021,02/04/2021 22:21,,05/04/2021,05/04/2021 10:30,05/04/2021 10:40,CREATED,Live expert booking - All Goods,22853,,,0,,2,"2021-04-05 10:28:17, 2021-04-05 10:46:26",05/04/2021 10:46,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
9570364,25ltl1ab-u3uk-o5xu-k52y-036onfnk8fki,BOOKING,03/04/2021,03/04/2021 08:49,,05/04/2021,05/04/2021 10:30,05/04/2021 10:50,CREATED,Live expert booking - All Goods,22854,,,0,,2,"2021-04-05 10:38:10, 2021-04-05 11:14:12","2021-04-05 10:52:04, 2021-04-05 11:16:01",1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
9598644,2i770dn7-p1lc-oa4j-2qcs-gl3cg803al3u,BOOKING,04/04/2021,04/04/2021 19:53,06/04/2021 10:33,06/04/2021,06/04/2021 10:15,06/04/2021 10:45,CREATED,Live expert booking - All Goods,21555,,,0,,7,"2021-04-06 10:12:50, 2021-04-06 10:16:09, 2021-04-06 10:18:31, 2021-04-06 10:19:21, 2021-04-06 10:33:52, 2021-04-06 10:34:28, 2021-04-06 10:53:02","2021-04-06 10:18:58, 2021-04-06 10:51:10, 2021-04-06 10:53:22",1,Booking - Consumer joined clerk did not joined,1167,,1,1,1,1,NO,,,
9598971,0t9ocsmm-dbwr-gmlo-dw6p-r2f3k04zezuc,BOOKING,04/04/2021,04/04/2021 21:46,,06/04/2021,06/04/2021 10:30,06/04/2021 10:50,CREATED,Live expert booking - All Goods,22854,,,0,,1,06/04/2021 10:37,06/04/2021 10:41,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
9663904,p3kyqww1-jbk4-0b8n-m5sx-z1q2jctb0cdj,BOOKING,07/04/2021,07/04/2021 11:27,,08/04/2021,08/04/2021 11:30,08/04/2021 11:40,CREATED,Live expert booking - All Goods,21556,,,0,,2,"2021-04-08 11:32:18, 2021-04-08 11:35:32",08/04/2021 11:51,1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
9681440,v4jxa4u6-nrzd-krhf-sh80-bmwu59x78xb3,BOOKING,07/04/2021,07/04/2021 18:06,08/04/2021 18:17,08/04/2021,08/04/2021 18:15,08/04/2021 18:25,CREATED,Live expert booking - All Goods,21555,,,0,,6,"2021-04-08 18:15:19, 2021-04-08 18:16:57, 2021-04-08 18:17:41, 2021-04-08 18:18:30, 2021-04-08 18:19:44, 2021-04-08 18:19:55",08/04/2021 18:33,1,Booking - Consumer joined clerk did not joined,136,,,,,,NO,,,
9802281,7tap0nzt-w221-yogz-tb59-qy1fmm2f0mcq,BOOKING,12/04/2021,12/04/2021 18:09,,14/04/2021,14/04/2021 10:15,14/04/2021 10:25,CREATED,Live expert booking - All Goods,21555,,,0,,3,"2021-04-14 10:12:27, 2021-04-14 13:05:57, 2021-04-14 13:06:35","2021-04-14 11:17:27, 2021-04-14 13:06:10, 2021-04-14 13:06:59",1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
9812318,n13ra3q8-0tah-owbj-9zzr-ari7c41aotoe,BOOKING,13/04/2021,13/04/2021 10:55,14/04/2021 11:16,14/04/2021,14/04/2021 11:00,14/04/2021 11:15,CREATED,Live expert booking - All Goods,21557,,,0,,7,"2021-04-14 11:02:27, 2021-04-14 11:06:53, 2021-04-14 11:15:48, 2021-04-14 11:16:24, 2021-04-14 11:18:38, 2021-04-14 13:27:23, 2021-04-14 13:28:28","2021-04-14 11:17:07, 2021-04-14 11:59:05, 2021-04-14 13:28:00, 2021-04-14 13:30:05",1,Booking - Consumer joined clerk did not joined,8013,,1,1,1,1,NO,,,
9812318,n13ra3q8-0tah-owbj-9zzr-ari7c41aotoe,BOOKING,13/04/2021,13/04/2021 10:55,14/04/2021 11:16,14/04/2021,14/04/2021 11:00,14/04/2021 11:15,CREATED,Live expert booking - All Goods,21557,,,0,,7,"2021-04-14 11:02:27, 2021-04-14 11:06:53, 2021-04-14 11:15:48, 2021-04-14 11:16:24, 2021-04-14 11:18:38, 2021-04-14 13:27:23, 2021-04-14 13:28:28","2021-04-14 11:17:07, 2021-04-14 11:59:05, 2021-04-14 13:28:00, 2021-04-14 13:30:05",1,Booking - Consumer joined clerk did not joined,8013,,1,1,1,1,NO,,,
9875991,7t4ntbw7-qyft-aa8v-fn6a-h6s88ty9mktg,BOOKING,15/04/2021,15/04/2021 20:11,17/04/2021 11:12,17/04/2021,17/04/2021 11:00,17/04/2021 11:10,CREATED,Live expert booking - All Goods,22854,,,0,,18,"2021-04-17 11:00:51, 2021-04-17 11:02:20, 2021-04-17 11:04:22, 2021-04-17 11:05:41, 2021-04-17 11:07:05, 2021-04-17 11:09:29, 2021-04-17 11:10:06, 2021-04-17 11:11:14, 2021-04-17 11:12:03, 2021-04-17 11:13:06, 2021-04-17 11:14:51, 2021-04-17 11:16:05, 2021-04-17 11:16:29, 2021-04-17 11:18:55, 2021-04-17 11:19:58, 2021-04-17 11:21:00, 2021-04-17 11:23:12, 2021-04-17 11:27:18",,1,Booking - Consumer joined clerk did not joined,29808,,1,1,1,1,NO,,,
9875991,7t4ntbw7-qyft-aa8v-fn6a-h6s88ty9mktg,BOOKING,15/04/2021,15/04/2021 20:11,17/04/2021 11:12,17/04/2021,17/04/2021 11:00,17/04/2021 11:10,CREATED,Live expert booking - All Goods,22854,,,0,,18,"2021-04-17 11:00:51, 2021-04-17 11:02:20, 2021-04-17 11:04:22, 2021-04-17 11:05:41, 2021-04-17 11:07:05, 2021-04-17 11:09:29, 2021-04-17 11:10:06, 2021-04-17 11:11:14, 2021-04-17 11:12:03, 2021-04-17 11:13:06, 2021-04-17 11:14:51, 2021-04-17 11:16:05, 2021-04-17 11:16:29, 2021-04-17 11:18:55, 2021-04-17 11:19:58, 2021-04-17 11:21:00, 2021-04-17 11:23:12, 2021-04-17 11:27:18",,1,Booking - Consumer joined clerk did not joined,29808,,1,1,1,1,NO,,,
9898741,js7nvx2t-j7vb-ukgr-ljoy-ndbolzasiarw,BOOKING,16/04/2021,16/04/2021 20:58,,18/04/2021,18/04/2021 12:00,18/04/2021 12:10,CREATED,Live expert booking - All Goods,21556,,,0,,4,"2021-04-18 12:00:11, 2021-04-18 12:04:27, 2021-04-18 12:05:57, 2021-04-18 12:06:57",,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
9912241,n7dj0gsw-a047-kfbr-ai5i-92ijfuh3y8vh,BOOKING,17/04/2021,17/04/2021 15:59,,18/04/2021,18/04/2021 16:15,18/04/2021 16:25,CREATED,Live expert booking - All Goods,21556,,,0,,6,"2021-04-18 16:16:25, 2021-04-18 16:18:03, 2021-04-18 16:22:05, 2021-04-18 16:23:45, 2021-04-18 16:24:45, 2021-04-18 16:30:25",,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
9924697,xkxbtiwo-1loh-mtto-tai1-9h7wfjsdof0l,BOOKING,18/04/2021,18/04/2021 13:43,,19/04/2021,19/04/2021 15:30,19/04/2021 15:50,CREATED,Live expert booking - All Goods,22853,,,0,,5,"2021-04-19 15:31:08, 2021-04-19 15:33:22, 2021-04-19 16:20:32, 2021-04-19 16:21:26, 2021-04-19 16:34:50","2021-04-19 15:32:22, 2021-04-19 15:35:08, 2021-04-19 16:35:28",1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
9932124,2ucg9pvy-38qf-uk0u-qfkz-st9n6fl6584o,BOOKING,18/04/2021,18/04/2021 22:59,20/04/2021 12:10,20/04/2021,20/04/2021 12:00,20/04/2021 12:10,CREATED,Live expert booking - All Goods,21555,,,0,,5,"2021-04-20 12:07:20, 2021-04-20 12:08:42, 2021-04-20 12:10:32, 2021-04-20 12:11:32, 2021-04-20 12:22:51","2021-04-20 12:22:06, 2021-04-20 12:31:41",1,Booking - Consumer joined clerk did not joined,1265,,1,1,1,1,NO,,,
9932124,2ucg9pvy-38qf-uk0u-qfkz-st9n6fl6584o,BOOKING,18/04/2021,18/04/2021 22:59,20/04/2021 12:10,20/04/2021,20/04/2021 12:00,20/04/2021 12:10,CREATED,Live expert booking - All Goods,21555,,,0,,5,"2021-04-20 12:07:20, 2021-04-20 12:08:42, 2021-04-20 12:10:32, 2021-04-20 12:11:32, 2021-04-20 12:22:51","2021-04-20 12:22:06, 2021-04-20 12:31:41",1,Booking - Consumer joined clerk did not joined,1265,,1,1,1,1,NO,,,
9949158,f9hiqvw7-r1gh-jjv8-f4a3-wz73s2qrm01b,BOOKING,19/04/2021,19/04/2021 16:53,,20/04/2021,20/04/2021 17:00,20/04/2021 17:10,CREATED,Live expert booking - All Goods,22852,,,0,,2,"2021-04-20 16:59:04, 2021-04-20 17:05:32",,1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
10436020,seghg034-y7g8-oizx-91g9-3mslqd3872rc,BOOKING,13/05/2021,13/05/2021 19:05,,15/05/2021,15/05/2021 11:00,15/05/2021 11:10,CREATED,Live expert booking - All Goods,22613,,,0,,2,"2021-05-15 11:02:25, 2021-05-15 11:06:24",,0,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
10468067,zizak288-yhm8-avus-zkty-w0fim3quz707,BOOKING,15/05/2021,15/05/2021 14:44,16/05/2021 14:51,16/05/2021,16/05/2021 14:45,16/05/2021 14:55,CREATED,Live expert booking - All Goods,22613,,,0,,4,"2021-05-16 14:45:41, 2021-05-16 14:51:23, 2021-05-16 14:53:01, 2021-05-16 15:09:07",,1,Booking - Consumer joined clerk did not joined,3101,,,,,,NO,,,
10525253,y9vtzc2e-zsgs-cz7k-q9s0-zja0fkw11w0v,BOOKING,18/05/2021,18/05/2021 18:31,,20/05/2021,20/05/2021 16:45,20/05/2021 16:55,CREATED,Live expert booking - All Goods,22613,,,0,,1,20/05/2021 16:45,,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
10543923,3chpp5ja-1ob1-s4dy-w0cl-54ubtuqbosku,BOOKING,19/05/2021,19/05/2021 20:02,,22/05/2021,22/05/2021 14:00,22/05/2021 14:10,CREATED,Live expert booking - All Goods,22613,,,0,,2,"2021-05-22 14:03:10, 2021-05-22 14:04:33",,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
10665418,jllpbqyv-s1xl-yeng-vyqa-5853t47b875p,BOOKING,27/05/2021,27/05/2021 11:53,,28/05/2021,28/05/2021 13:00,28/05/2021 13:10,CREATED,Live expert booking - All Goods,22613,,,0,,3,"2021-05-28 13:00:28, 2021-05-28 13:03:20, 2021-05-28 13:36:00","2021-05-28 13:34:42, 2021-05-28 13:36:19",1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
10679998,rjqup000-pgzp-cmvn-3ov5-m3kfs1we1xmr,BOOKING,28/05/2021,28/05/2021 10:17,,29/05/2021,29/05/2021 10:15,29/05/2021 10:25,CREATED,Live expert booking - All Goods,22613,,,0,,2,"2021-05-29 10:22:39, 2021-05-29 10:25:11",,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
10903370,lp9r87py-b9yz-eyls-5ht5-ut96lyf6290w,BOOKING,12/06/2021,12/06/2021 11:50,,13/06/2021,13/06/2021 12:00,13/06/2021 12:10,CREATED,Live expert booking - All Goods,22613,,,0,,10,"2021-06-13 12:00:38, 2021-06-13 12:02:31, 2021-06-13 12:05:18, 2021-06-13 12:06:12, 2021-06-13 12:06:23, 2021-06-13 12:07:25, 2021-06-13 12:07:41, 2021-06-13 12:09:30, 2021-06-13 12:09:41, 2021-06-13 12:11:35",13/06/2021 12:21,1,Booking - Consumer joined clerk did not joined,0,,2.33,1,5,1,NO,,,
10926513,qp386l7r-kjbu-yz73-6nor-fuzumxpuk17t,BOOKING,14/06/2021,14/06/2021 11:29,,15/06/2021,15/06/2021 11:30,15/06/2021 11:40,CREATED,Live expert booking - All Goods,22851,,,0,,3,"2021-06-15 11:31:04, 2021-06-15 11:40:37, 2021-06-15 11:42:02","2021-06-15 11:40:10, 2021-06-15 11:43:23",0,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
10926513,qp386l7r-kjbu-yz73-6nor-fuzumxpuk17t,BOOKING,14/06/2021,14/06/2021 11:29,,15/06/2021,15/06/2021 11:30,15/06/2021 11:40,CREATED,Live expert booking - All Goods,22851,,,0,,3,"2021-06-15 11:31:04, 2021-06-15 11:40:37, 2021-06-15 11:42:02","2021-06-15 11:40:10, 2021-06-15 11:43:23",0,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
10938104,3q3hselk-izb3-nkgo-8bf3-61aa9n3eihz0,BOOKING,14/06/2021,14/06/2021 20:30,,16/06/2021,16/06/2021 11:00,16/06/2021 11:15,CREATED,Live expert booking - All Goods,22853,,,0,,1,16/06/2021 11:00,,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
10989698,659hemkq-mszm-wxxs-ll8l-9zvsckmgu268,BOOKING,18/06/2021,18/06/2021 08:27,,19/06/2021,19/06/2021 10:15,19/06/2021 10:25,CREATED,Live expert booking - All Goods,22613,,,0,,3,"2021-06-19 10:16:29, 2021-06-19 10:19:39, 2021-06-19 10:36:54",,0,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
11089064,0bcgc9qn-j5ic-mw72-7olk-hq2nhefsdind,BOOKING,24/06/2021,24/06/2021 12:28,25/06/2021 16:14,25/06/2021,25/06/2021 15:45,25/06/2021 15:55,CREATED,Live expert booking - All Goods,22613,,,0,,5,"2021-06-25 16:07:45, 2021-06-25 16:11:10, 2021-06-25 16:11:49, 2021-06-25 16:14:00, 2021-06-25 16:14:54","2021-06-25 16:11:32, 2021-06-25 16:14:16",1,Booking - Consumer joined clerk did not joined,397,,1,1,1,1,NO,,,
11089064,0bcgc9qn-j5ic-mw72-7olk-hq2nhefsdind,BOOKING,24/06/2021,24/06/2021 12:28,25/06/2021 16:14,25/06/2021,25/06/2021 15:45,25/06/2021 15:55,CREATED,Live expert booking - All Goods,22613,,,0,,5,"2021-06-25 16:07:45, 2021-06-25 16:11:10, 2021-06-25 16:11:49, 2021-06-25 16:14:00, 2021-06-25 16:14:54","2021-06-25 16:11:32, 2021-06-25 16:14:16",1,Booking - Consumer joined clerk did not joined,397,,1,1,1,1,NO,,,
11095797,b9d4vr00-swy2-w2lq-xyem-6egz9i3cz0zz,BOOKING,24/06/2021,24/06/2021 17:42,,26/06/2021,26/06/2021 10:30,26/06/2021 10:40,CREATED,Live expert booking - All Goods,22613,,,0,,2,"2021-06-26 10:30:56, 2021-06-26 10:41:18",26/06/2021 10:43,1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
7984169,,BOOKING,11/02/2021,11/02/2021 15:46,,12/02/2021,12/02/2021 18:45,12/02/2021 18:55,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8031640,,BOOKING,12/02/2021,12/02/2021 17:55,,15/02/2021,15/02/2021 14:00,15/02/2021 14:10,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8124195,,BOOKING,15/02/2021,15/02/2021 16:38,,15/02/2021,15/02/2021 16:45,15/02/2021 17:00,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8194647,,BOOKING,17/02/2021,17/02/2021 15:23,,18/02/2021,18/02/2021 16:00,18/02/2021 16:10,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8273517,,BOOKING,19/02/2021,19/02/2021 15:26,,20/02/2021,20/02/2021 15:30,20/02/2021 15:40,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8348842,,BOOKING,22/02/2021,22/02/2021 09:37,,23/02/2021,23/02/2021 13:30,23/02/2021 13:40,CREATED,Live expert booking - All Goods,21557,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8612799,,BOOKING,02/03/2021,02/03/2021 10:25,,04/03/2021,04/03/2021 11:15,04/03/2021 11:25,CREATED,Live expert booking - All Goods,21557,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8793858,,BOOKING,06/03/2021,06/03/2021 21:52,,08/03/2021,08/03/2021 19:00,08/03/2021 19:10,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9100109,,BOOKING,17/03/2021,17/03/2021 10:02,,18/03/2021,18/03/2021 11:30,18/03/2021 11:40,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9116535,,BOOKING,17/03/2021,17/03/2021 17:27,,18/03/2021,18/03/2021 12:45,18/03/2021 13:00,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9147204,,BOOKING,18/03/2021,18/03/2021 18:47,,19/03/2021,19/03/2021 19:00,19/03/2021 19:10,CREATED,Live expert booking - All Goods,22017,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9412283,,BOOKING,28/03/2021,28/03/2021 11:04,,29/03/2021,29/03/2021 11:15,29/03/2021 11:25,CREATED,Live expert booking - All Goods,21998,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9572902,,BOOKING,03/04/2021,03/04/2021 10:24,,05/04/2021,05/04/2021 10:15,05/04/2021 10:25,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9651803,,BOOKING,06/04/2021,06/04/2021 19:10,,08/04/2021,08/04/2021 10:15,08/04/2021 10:25,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9802613,,BOOKING,12/04/2021,12/04/2021 18:21,,17/04/2021,17/04/2021 10:15,17/04/2021 10:25,CREATED,Live expert booking - All Goods,22854,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9837593,,BOOKING,14/04/2021,14/04/2021 11:35,,14/04/2021,14/04/2021 12:30,14/04/2021 12:40,CREATED,Live expert booking - All Goods,21557,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9874858,,BOOKING,15/04/2021,15/04/2021 19:03,,17/04/2021,17/04/2021 12:00,17/04/2021 12:10,CREATED,Live expert booking - All Goods,22017,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
9920094,,BOOKING,18/04/2021,18/04/2021 10:15,,19/04/2021,19/04/2021 18:45,19/04/2021 18:55,CREATED,Live expert booking - All Goods,22852,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
10450139,,BOOKING,14/05/2021,14/05/2021 15:32,,16/05/2021,16/05/2021 12:15,16/05/2021 12:25,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
10540949,,BOOKING,19/05/2021,19/05/2021 17:05,,20/05/2021,20/05/2021 17:15,20/05/2021 17:25,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
10962534,,BOOKING,16/06/2021,16/06/2021 13:33,,16/06/2021,16/06/2021 13:45,16/06/2021 13:55,CREATED,Live expert booking - All Goods,22851,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
10973642,,BOOKING,17/06/2021,17/06/2021 09:34,,17/06/2021,17/06/2021 10:30,17/06/2021 10:40,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
10979348,,BOOKING,17/06/2021,17/06/2021 14:05,,17/06/2021,17/06/2021 14:15,17/06/2021 14:25,CREATED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
11080772,,BOOKING,23/06/2021,23/06/2021 18:56,,25/06/2021,25/06/2021 18:00,25/06/2021 18:20,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
11091777,,BOOKING,24/06/2021,24/06/2021 14:35,,25/06/2021,25/06/2021 18:30,25/06/2021 18:40,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
11102734,,BOOKING,25/06/2021,25/06/2021 10:36,,27/06/2021,27/06/2021 14:00,27/06/2021 14:20,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
11105611,,BOOKING,25/06/2021,25/06/2021 12:41,,26/06/2021,26/06/2021 12:45,26/06/2021 12:55,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
11111373,,BOOKING,25/06/2021,25/06/2021 16:51,,26/06/2021,26/06/2021 17:00,26/06/2021 17:10,CREATED,Live expert booking - All Goods,22613,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
8643076,ctfdp1z3-zhfb-i95n-i5f8-j3w63ybqwq2k,BOOKING,02/03/2021,02/03/2021 21:57,,04/03/2021,04/03/2021 19:00,04/03/2021 19:10,CREATED,Live expert booking - All Goods,21555,04/03/2021 19:00,"2021-03-04 19:00:32, 2021-03-04 19:03:56, 2021-03-04 19:05:35, 2021-03-04 19:06:34, 2021-03-04 19:07:49, 2021-03-04 19:10:35",6,"2021-03-04 19:03:52, 2021-03-04 19:05:16, 2021-03-04 19:06:07, 2021-03-04 19:07:39, 2021-03-04 19:10:08, 2021-03-04 19:12:28",6,"2021-03-04 19:01:13, 2021-03-04 19:04:40, 2021-03-04 19:05:49, 2021-03-04 19:06:38, 2021-03-04 19:07:48, 2021-03-04 19:12:48",04/03/2021 19:24,1,Booking - Consumer and clerk join but not present at the same time,0,,1,1,1,1,NO,,,
9837750,8pylfacs-jpok-sdah-1q9p-l3djv4a1vdla,BOOKING,14/04/2021,14/04/2021 11:40,,15/04/2021,15/04/2021 16:30,15/04/2021 16:45,CANCELLED,Live expert booking - All Goods,22852,,,0,,4,"2021-04-15 16:27:30, 2021-04-15 16:31:45, 2021-04-15 16:33:42, 2021-04-15 16:36:52",,1,Booking - Consumer joined clerk did not joined,0,,,,,,NO,,,
7924502,,BOOKING,10/02/2021,10/02/2021 10:28,,10/02/2021,10/02/2021 10:30,10/02/2021 11:00,CANCELLED,Live expert booking - All Goods,21558,10/02/2021 10:31,10/02/2021 10:31,1,10/02/2021 10:32,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
7885597,,BOOKING,09/02/2021,09/02/2021 11:01,,10/02/2021,10/02/2021 11:15,10/02/2021 11:45,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7888486,,BOOKING,09/02/2021,09/02/2021 11:55,,10/02/2021,10/02/2021 12:30,10/02/2021 13:00,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7888521,,BOOKING,09/02/2021,09/02/2021 11:55,,11/02/2021,11/02/2021 11:30,11/02/2021 12:00,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7888559,,BOOKING,09/02/2021,09/02/2021 11:56,,13/02/2021,13/02/2021 11:15,13/02/2021 11:45,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7888578,,BOOKING,09/02/2021,09/02/2021 11:56,,13/02/2021,13/02/2021 13:00,13/02/2021 13:30,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7888595,,BOOKING,09/02/2021,09/02/2021 11:56,,11/02/2021,11/02/2021 13:45,11/02/2021 14:15,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7893105,,BOOKING,09/02/2021,09/02/2021 13:10,,13/02/2021,13/02/2021 12:00,13/02/2021 12:30,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7899552,,BOOKING,09/02/2021,09/02/2021 14:55,,11/02/2021,11/02/2021 16:15,11/02/2021 16:45,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7923488,,BOOKING,10/02/2021,10/02/2021 09:50,,11/02/2021,11/02/2021 11:00,11/02/2021 11:15,CANCELLED,Live expert booking - All Goods,21556,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7924319,,BOOKING,10/02/2021,10/02/2021 10:22,,10/02/2021,10/02/2021 10:30,10/02/2021 11:00,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7924707,,BOOKING,10/02/2021,10/02/2021 10:34,,10/02/2021,10/02/2021 10:45,10/02/2021 11:05,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7924854,,BOOKING,10/02/2021,10/02/2021 10:38,,11/02/2021,11/02/2021 11:45,11/02/2021 12:05,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7925150,,BOOKING,10/02/2021,10/02/2021 10:45,,11/02/2021,11/02/2021 11:00,11/02/2021 11:30,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7925216,,BOOKING,10/02/2021,10/02/2021 10:47,,11/02/2021,11/02/2021 11:00,11/02/2021 11:30,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
7925358,,BOOKING,10/02/2021,10/02/2021 10:50,,11/02/2021,11/02/2021 12:00,11/02/2021 12:30,CANCELLED,Live expert booking - All Goods,21558,,,0,,0,,,0,Booking - No one joined,0,,,,,,NO,,,
